Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2018,YEAR,,STATE,INDIANA,18,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,230,
SURVEY,2018,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,190,
SURVEY,2018,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,305,
SURVEY,2018,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,65,
SURVEY,2018,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,82,
SURVEY,2018,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,110,
SURVEY,2018,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,180,
SURVEY,2018,YEAR,,STATE,OREGON,41,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,270,
SURVEY,2018,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,115,
SURVEY,2018,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,73,
SURVEY,2018,YEAR,,STATE,TEXAS,48,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,330,
SURVEY,2018,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,205,
SURVEY,2018,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,125,
SURVEY,2018,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,66,
SURVEY,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,220.2,
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,330,
SURVEY,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,370,
SURVEY,2017,YEAR,,STATE,INDIANA,18,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,160,
SURVEY,2017,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,155,
SURVEY,2017,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,90,
SURVEY,2017,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,95,
SURVEY,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,105,
SURVEY,2017,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,210,
SURVEY,2017,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,170,
SURVEY,2017,YEAR,,STATE,OREGON,41,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,180,
SURVEY,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,165,
SURVEY,2017,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,89,
SURVEY,2017,YEAR,,STATE,TEXAS,48,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,195,
SURVEY,2017,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,225,
SURVEY,2017,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,180,
SURVEY,2017,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,150,
SURVEY,2016,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,230.3,
SURVEY,2016,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,270,
SURVEY,2016,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,390,
SURVEY,2016,YEAR,,STATE,INDIANA,18,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,135,
SURVEY,2016,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,155,
SURVEY,2016,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,110,
SURVEY,2016,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,100,
SURVEY,2016,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,115,
SURVEY,2016,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,260,
SURVEY,2016,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,150,
SURVEY,2016,YEAR,,STATE,OREGON,41,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,230,
SURVEY,2016,YEAR,,STATE,OTHER STATES,,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,0,
SURVEY,2016,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,170,
SURVEY,2016,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,150,
SURVEY,2016,YEAR,,STATE,TEXAS,48,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,410,
SURVEY,2016,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,170,
SURVEY,2016,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,180,
SURVEY,2016,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,110,
SURVEY,2015,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,184,
SURVEY,2015,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,240,
SURVEY,2015,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,215,
SURVEY,2015,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,155,
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,110,
SURVEY,2015,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,155,
SURVEY,2015,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,155,
SURVEY,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,265,
SURVEY,2014,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,310,
SURVEY,2014,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,375,
SURVEY,2014,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,160,
SURVEY,2014,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,135,
SURVEY,2014,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,165,
SURVEY,2014,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,180,
SURVEY,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,223,
SURVEY,2013,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,330,
SURVEY,2013,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,270,
SURVEY,2013,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,155,
SURVEY,2013,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,160,
SURVEY,2013,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,165,
SURVEY,2013,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,145,
SURVEY,2012,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,238,
SURVEY,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,340,
SURVEY,2012,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,275,
SURVEY,2012,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,150,
SURVEY,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,170,
SURVEY,2012,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,240,
SURVEY,2012,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,185,
SURVEY,2011,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,228,
SURVEY,2011,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,310,
SURVEY,2011,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,325,
SURVEY,2011,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,145,
SURVEY,2011,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,110,
SURVEY,2011,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,165,
SURVEY,2011,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,180,
SURVEY,2010,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,222,
SURVEY,2010,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,320,
SURVEY,2010,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,285,
SURVEY,2010,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,140,
SURVEY,2010,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,215,
SURVEY,2010,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,160,
SURVEY,2010,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,145,
SURVEY,2009,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,211,
SURVEY,2009,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,290,
SURVEY,2009,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,345,
SURVEY,2009,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,110,
SURVEY,2009,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,125,
SURVEY,2009,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,165,
SURVEY,2009,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,130,
SURVEY,2008,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,246,
SURVEY,2008,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,280,
SURVEY,2008,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,395,
SURVEY,2008,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,145,
SURVEY,2008,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,180,
SURVEY,2008,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,155,
SURVEY,2008,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,185,
SURVEY,2007,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,250,
SURVEY,2007,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,240,
SURVEY,2007,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,395,
SURVEY,2007,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,115,
SURVEY,2007,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,180,
SURVEY,2007,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,305,
SURVEY,2007,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,120,
SURVEY,2006,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,240,
SURVEY,2006,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,250,
SURVEY,2006,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,385,
SURVEY,2006,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,150,
SURVEY,2006,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,145,
SURVEY,2006,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,200,
SURVEY,2006,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,160,
SURVEY,2005,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,246,
SURVEY,2005,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,290,
SURVEY,2005,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,385,
SURVEY,2005,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,145,
SURVEY,2005,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,150,
SURVEY,2005,YEAR,,STATE,OHIO,39,,,,,,,0,,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,180,
